id,title,series,author,,genre,date_published,publisher,,,review_count,rating_count,rate
7144,Heart of the Matter,,Emily Giffin,,"Womens Fiction,Chick Lit,Fiction,Romance,Contemporary,Adult Fiction,Adult,Audiobook,Womens Fiction,Relationships",May 11th 2010,St. Martin's Press,,,"4,638","106,907",3.74
7145,Candy Licker,,Noire,,"Adult Fiction,Erotica,Urban,Cultural,African American,Fiction,Romance",December 27th 2005,"One World/Ballantine

            ,",,,163,"2,936",4.38
7146,"Articles on Bas-Lag, Including: The Scar, Iron Council, Perdido Street Station, New Crobuzon, Remade, Races of Bas-Lag, Armada",,Hephaestus Books,,,September 10th 2011,Hephaestus Books,,,0,5,4.2
7147,Take a Bow,,Elizabeth Eulberg,,"Young Adult,Contemporary,Romance,Music,Realistic Fiction,Womens Fiction,Chick Lit,Fiction,Young Adult,High School,Young Adult,Young Adult Contemporary",April 1st 2012,Point,,,846,"6,832",3.89
7148,"Cornerstone Deep (Chronicles of Shilo Manor, #1)","
        (Shilo Manor #1)
",Charlene A. Wilson,,"Fantasy,Romance,Fantasy,Paranormal,Romance,Paranormal Romance",November 15th 2010,NaN,,,62,133,3.8
7149,De kraai,,Kader Abdolah,,"European Literature,Dutch Literature,Literature,Fiction,Roman,Novels,Short Stories,Cultural,Iran,Novella",March 16th 2011,"CPNB

            ,",,,117,"1,547",3.21
7150,Breakfast with Buddha,"
        (Breakfast with Buddha series #1)
",Roland Merullo,,"Fiction,Religion,Buddhism,Spirituality,Philosophy,Book Club,Contemporary,Religion,Travel,Audiobook",October 2nd 2007,"Algonquin Books of Chapel Hill

            ,",,,"2,308","17,794",3.81
7151,Where Things Come Back,,John Corey Whaley,,"Young Adult,Contemporary,Fiction,Realistic Fiction,Mystery,Young Adult,Teen,Young Adult,Coming Of Age,Young Adult,Young Adult Contemporary,Family",May 3rd 2011,Atheneum Books for Young Readers,,,"3,137","20,323",3.81
7152,Dare to Kiss,,Jo Beverley,,"Romance,Historical Romance,Historical,Romance,Short Stories,Novella",July 10th 2013,"Jo Beverley

            ,",,,18,194,3.6
7153,"The Mortal Bone (Hunter Kiss, #4)","
        (Hunter Kiss #4)
",Marjorie M. Liu,,"Fantasy,Urban Fantasy,Fantasy,Paranormal,Fantasy,Paranormal,Demons,Romance,Paranormal Romance,Fiction,Romance,Fantasy,Magic,Adult",December 27th 2011,Ace,,,91,"1,107",4.12
7154,Kokopelli's Thunder,,Sean M. Cordry,,,February 27th 2014,"iUniverse

            ,",,,3,11,4.45
7155,The Rise of the Forty-seven Percent,,Byron Goines,,,April 7th 2014,Byron Goines,,,1,1,5
7156,"A Mind is a Terrible Thing to Read (Psych, #1)","
        (Psych #1)
",William Rabkin,,"Mystery,Fiction,Humor,Media Tie In,Media Tie In,Tv,Humor,Comedy,Mystery,Crime,Thriller,Mystery Thriller,Mystery,Detective",January 6th 2009,"NAL

            ,",,,196,"2,207",3.8
7157,"Spectyr (Book of the Order, #2)","
        (Book of the Order #2)
",Philippa Ballantine,,"Fantasy,Science Fiction,Steampunk,Romance,Fantasy,Magic,Fantasy,Paranormal,Fiction,Fantasy,Epic Fantasy,Adult,Paranormal,Ghosts",June 28th 2011,"Ace

            ,",,,163,"1,652",3.89
7158,Beautiful Malice,,Rebecca  James,,"Young Adult,Thriller,Mystery,Fiction,Romance,Contemporary,Suspense,Mystery,Crime,Realistic Fiction",July 13th 2010,"Bantam

            ,",,,903,"7,390",3.75
7159,"The Blight of Muirwood (Legends of Muirwood, #2)","
        (Legends of Muirwood #2)
",Jeff Wheeler,,"Fantasy,Young Adult,Fiction,Fantasy,Magic,Audiobook,Romance,Fantasy,Epic Fantasy,Science Fiction Fantasy,Adventure",February 4th 2011,CreateSpace,,,604,"16,229",4.21
7160,Summer,,Tom Darling,,,January 19th 2012,"Abacus

            ,",,,21,70,2.93
7161,"Rescue Me (To Serve and Protect, #3)","
        (To Serve and Protect #3)
",Anna Leigh Keaton,,"Romance,Romance,Contemporary Romance,Contemporary,Adult Fiction,Erotica",2007,Cobblestone,,,11,108,3.87
7162,Something Fierce: Memoirs of a Revolutionary Daughter,,Carmen Aguirre,,"Nonfiction,Autobiography,Memoir,Cultural,Canada,Biography,History,Biography,Autobiography,Politics,Book Club,Biography Memoir",July 24th 2012,"Douglas & McIntyre

            ,",,,283,"2,430",3.89
7163,River of Smoke,"
        (Ibis Trilogy #2)
",Amitav Ghosh,,"Fiction,Historical,Historical Fiction,Cultural,India,Historical,Cultural,China,Cultural,Asia,Asian Literature,Indian Literature,Literature,Literary Fiction",2011,Murray,,,981,"9,096",3.95
7164,Stay Close,,Harlan Coben,,"Mystery,Thriller,Fiction,Mystery,Crime,Suspense,Thriller,Mystery Thriller,Audiobook,Adult,Adult Fiction",March 20th 2012,Dutton,,,"2,659","42,622",3.89
7165,Dominion,,C.J. Sansom,,"Historical,Historical Fiction,Fiction,Science Fiction,Alternate History,Thriller,Historical,War,Science Fiction,Fantasy,War,World War II",October 25th 2012,Mantle,,,"1,295","11,423",3.84
7166,"The Taming of Ryder Cavanaugh (Cynster, #20; The Cynster Sisters Duo, #2)","
        (Cynster #20)
",Stephanie Laurens,,"Romance,Romance,Historical Romance,Historical,Historical,Regency,Historical,Historical Fiction,Fiction,Historical Romance,Regency Romance,European Literature,British Literature,Adult",June 25th 2013,Avon,,,283,"3,459",3.96
7167,3 Days,"
        (3 Days #1)
",Krista Madden,,Young Adult,February 13th 2013,NaN,,,19,91,3.6
7168,This Is Running for Your Life: Essays,,Michelle Orange,,"Writing,Essays,Nonfiction,Short Stories,Autobiography,Memoir,Criticism,Literature,Biography Memoir,Culture,Pop Culture,Cultural,Canada",February 12th 2013,"FSG Originals

            ,",,,49,369,3.75
7169,"A Wedding to Die For (The Alvarez Family Murder Mystery Series, #2)","
        (The Alvarez Family Murder Mystery Series #2)
",Heather Haven,,"Mystery,Mystery,Cozy Mystery,Fiction,Humor",June 28th 2011,"MuseItUp Publishing

            ,",,,39,279,4.21
7170,I Am Jennie,,Jennie Ketcham,,"Nonfiction,Autobiography,Memoir,Biography,Sexuality,Sex Work,Pornography,Sexuality,Biography,Autobiography",July 10th 2012,Gallery Books,,,51,574,3.84
7171,Drijfhout,,Annette de Vries,,,2010,Atlas,,,0,2,3
7172,The Church,,Byron Goines,,,2014,Byron Goines,,,2,2,5
7173,"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",,Candice Millard,,"History,Nonfiction,Biography,North American Hi...,American History,Politics,Presidents,Politics,Historical,Audiobook,Crime,True Crime",June 12th 2012,"Anchor

            ,",,,"6,599","69,708",4.1
7174,"Rape is Rape: How Denial, Distortion, and Victim Blaming are Fueling a Hidden Acquaintance Rape Crisis",,Jody Raphael,,"Feminism,Nonfiction,Sociology,Gender,Politics,Psychology,Gender,Gender Studies,Sexuality,Social Issues",April 1st 2013,Lawrence Hill Books,,,37,210,4.13
7175,"House of Blades (Traveler's Gate, #1)","
        (Traveler's Gate #1)
",Will Wight,,"Fantasy,Fantasy,Epic Fantasy,Fiction,Fantasy,Magic,Young Adult,Fantasy,High Fantasy,Adventure,Science Fiction Fantasy,Audiobook",June 1st 2013,Hidden Gnome Publishing,,,465,"13,494",4.06
7176,Vampires in the Lemon Grove: Stories,,Karen Russell,,"Short Stories,Fiction,Fantasy,Magical Realism,Horror,Literary Fiction,Adult,Audiobook,Paranormal,Vampires",February 12th 2013,Knopf,,,"2,955","20,933",3.68
7177,A Good Woman,,Danielle Steel,,"Romance,Fiction,Historical,Historical Fiction,Historical,Womens Fiction,Chick Lit,Novels,Drama,Romance,Historical Romance,Adult",October 28th 2008,"Delacorte Press

            ,",,,674,"8,270",3.98
7178,"Beldan's Fire (Oran, #3)","
        (The Queen's Quarter #3)
",Midori Snyder,,"Fantasy,Young Adult,Fiction,Fantasy,Magic,Fantasy,High Fantasy,Young Adult,Teen,Science Fiction Fantasy",June 2nd 2005,"Firebird

            ,",,,23,643,3.98
7179,Ordinary Thunderstorms,,William  Boyd,,"Fiction,Thriller,Mystery,Contemporary,Mystery,Crime,European Literature,British Literature,Suspense,Thriller,Mystery Thriller,Novels",January 26th 2010,"Harper

            ,",,,851,"7,593",3.66
7180,The church and the Jews: The biblical relationship,,Daniel Gruber,,,January 28th 2001,"Elijah Publishing

            ,",,,2,4,5
7181,സ്വരഭേദങ്ങൾ | Swarabhedhangal,,Bhagyalakshmi,,"Biography,Autobiography",Nov-12,D C Books,,,28,336,3.73
7182,The Never-Ending Days of Being Dead: Dispatches from the Frontline of Science,,Marcus Chown,,"Science,Nonfiction,Science,Physics,Science,Popular Science",January 18th 2007,"Faber & Faber

            ,",,,23,350,3.82
7183,The Remarkable Life and Times of Eliza Rose,,Mary Hooper,,"Historical,Historical Fiction,Young Adult,Historical,Romance,Fiction,Young Adult,Teen,European Literature,British Literature,Literature,17th Century,Young Adult,Young Adult Historical Fiction",October 31st 2006,"Bloomsbury USA Childrens

            ,",,,102,"1,641",3.76
7184,The Hamilton Case,,Michelle de Kretser,,"Fiction,Historical,Historical Fiction,Mystery,Historical,Cultural,Australia,Cultural,Asia,Literary Fiction,Contemporary,Novels",April 11th 2005,"Back Bay Books

            ,",,,128,781,3.25
7185,Norval Morrisseau: Shaman Artist,,"Greg A. Hill,Ruth B. Phillips,Armand Garnet Ruffo,National Gallery of Canada",,,February 21st 2006,"Douglas & McIntyre

            ,",,,1,5,4.2
7186,The Rule of Four,,"Ian Caldwell,Dustin Thomason",,"Fiction,Mystery,Thriller,Historical,Historical Fiction,Thriller,Mystery Thriller,Suspense,Writing,Books About Books,Adventure,Novels",June 28th 2005,"Dell Publishing Company

            ,",,,"2,328","39,731",3.35
7187,"The Skin Collector  (Lincoln Rhyme, #11)","
        (Lincoln Rhyme #11)
",Jeffery Deaver,,"Mystery,Thriller,Fiction,Mystery,Crime,Thriller,Mystery Thriller,Suspense,Mystery,Detective,Audiobook,Adult",May 13th 2014,Grand Central Publishing,,,"1,178","13,143",3.97
7188,The Dervish House,,Ian McDonald,,"Science Fiction,Fiction,Science Fiction,Cyberpunk,Fantasy,Speculative Fiction,Thriller,Science Fiction,Near Future,Science Fiction Fantasy,Literature",July 27th 2010,"Pyr

            ,",,,496,"4,456",3.86
7189,"Snapshot (The Jamieson Collection, #2)","
        (The Jamieson Collection #2)
",Angie Stanton,,"Young Adult,Romance,Contemporary,Music,Young Adult,High School,Womens Fiction,Chick Lit,Romance,Contemporary Romance,New Adult,Realistic Fiction",June 15th 2012,"Vanguard Management, Inc.

            ,",,,225,"3,125",3.95
7190,"Seeker's Curse (Rogue Angel, #19)","
        (Rogue Angel #19)
","Alex Archer,Victor Milán",,"Fantasy,Fiction,Adventure,Fantasy,Urban Fantasy,Action,Suspense,Mystery,Fantasy,Paranormal,Audiobook",July 7th 2009,"Gold Eagle

            ,",,,12,429,3.74
7191,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,,Ben Mezrich,,"Nonfiction,Biography,Autobiography,Memoir,Crime,True Crime,History,Mystery,Crime,Sports,Sports,Biography Memoir,Sports and Games,Games",September 17th 2002,Free Press,,,"1,928","23,484",3.91
7192,"Coming Apart: The State of White America, 1960-2010",,Charles Murray,,"Nonfiction,Politics,History,Sociology,Economics,Cultural,North American Hi...,American History,Race,Social Science",January 31st 2012,"Crown Forum

            ,",,,714,"4,955",3.79
7193,"Thicker Than Water (Felix Castor, #4)","
        (Felix Castor #4)
",Mike Carey,,"Fantasy,Urban Fantasy,Fantasy,Horror,Fiction,Mystery,Fantasy,Paranormal,Fantasy,Supernatural,Paranormal,Demons,Paranormal,Ghosts",March 1st 2009,Orbit,,,271,"5,558",4.13
7194,"At the Sign of the Sugared Plum (Sign of the Sugared Plum, #1)","
        (Sign of the Sugared Plum #1)
",Mary Hooper,,"Historical,Historical Fiction,Young Adult,Historical,Fiction,Romance,Literature,17th Century,European Literature,British Literature,Childrens,Adventure",August 1st 2003,Bloomsbury Children's Books,,,260,"3,077",3.89
7195,The Scientific Sherlock Holmes: Cracking the Case with Science and Forensics,,James F. O'Brien,,"Science,Nonfiction,Mystery,Crime,True Crime,Reference,History",January 3rd 2013,"Oxford University Press, USA 

            ,",,,33,169,3.44
7196,Doctor Who: Afterlife,"
        (Big Finish Monthly Range #181)
","Matt Fitton,Sylvester McCoy,Sophie Aldred",,"Media Tie In,Doctor Who,Science Fiction",December 31st 2013,Big Finish Productions,,,10,91,3.93
7197,Zero K,,Don DeLillo,,"Fiction,Science Fiction,Novels,Literary Fiction,Literature,American,Fantasy,Literature,Audiobook,Contemporary",May 3rd 2016,"Scribner

            ,",,,"1,489","10,209",3.2
7198,"Redeemed (House of Night, #12)","
        (House of Night #12)
","P.C. Cast,Kristin Cast",,"Young Adult,Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Romance,Fiction,Fantasy,Supernatural,Romance,Paranormal Romance,Fantasy,Magic",October 14th 2014,St. Martin's Griffin,,,"1,652","22,320",3.99
7199,The Gone-Away World,,Nick Harkaway,,"Science Fiction,Fiction,Fantasy,Apocalyptic,Post Apocalyptic,Science Fiction,Dystopia,Humor,Science Fiction Fantasy,Speculative Fiction,Unfinished",August 11th 2009,"Vintage

            ,",,,"1,778","12,093",4.11
7200,The Killer Next Door,,Alex Marwood,,"Thriller,Mystery,Fiction,Mystery,Crime,Thriller,Mystery Thriller,Suspense,Audiobook,Horror,Thriller,Psychological Thriller",June 19th 2014,"Sphere

            ,",,,"1,063","8,469",3.65
7201,"The Golem's Eye (Bartimaeus, #2)","
        (Bartimaeus #2)
",Jonathan Stroud,,"Fantasy,Young Adult,Fiction,Fantasy,Magic,Childrens,Adventure,Childrens,Middle Grade,Fantasy,Urban Fantasy,Young Adult,Young Adult Fantasy",January 1st 2006,"Little, Brown Books for Young Readers

            ,",,,"2,139","91,875",4.08
7202,"The Interrupted Tale (The Incorrigible Children of Ashton Place, #4)","
        (The Incorrigible Children of Ashton Place #4)
",Maryrose Wood,,"Mystery,Childrens,Middle Grade,Fiction,Historical,Historical Fiction,Childrens,Fantasy,Audiobook,Historical,Humor",December 17th 2013,"Balzer + Bray

            ,",,,516,"4,234",4.21
7203,Seer of Egypt: Volume Two of The King's Man Trilogy,"
        (The King's Man #2)
",Pauline Gedge,,"Historical,Historical Fiction,Northern Africa,Egypt,Fiction,Historical,Literature,Ancient",November 4th 2008,Penguin Canada,,,24,458,4.11
7204,The Nixon Defense: What He Knew and When He Knew It,,John W. Dean,,"History,Nonfiction,Politics,Biography,North American Hi...,American History,Politics,Presidents,Presidents,Us Presidents,Crime,True Crime,Mystery,Crime",July 29th 2014,Penguin Books,,,108,484,3.91
7205,"The Starbirth Assignment: Shifter (Starbirth, #1 part 1)","
        (Starbirth #1A)
",J.M. Johnson,,,"January 4th 2012 ,",NaN,,,13,120,4.02
7206,"Fifteen Dogs (Quincunx, #2)","
        (Quincunx #2)
",André Alexis,,"Fiction,Cultural,Canada,Fantasy,Animals,Philosophy,Animals,Dogs,Contemporary,Literary Fiction,Novels",April 14th 2015,"Coach House Books

            ,",,,"2,667","21,373",3.79
7207,Train I Ride,,Paul   Mosier,,"Childrens,Middle Grade,Realistic Fiction,Young Adult,Fiction,Childrens,Death,Young Adult,Coming Of Age,Railways,Trains,Family",January 24th 2017,HarperCollins,,,303,"1,230",4.27
7208,Charlie Cook's Favourite Book,,"Julia Donaldson,Axel Scheffler",,"Childrens,Picture Books,Childrens,Fiction,Writing,Books About Books,Animals,Poetry,Childrens,Storytime,Adventure,Kids",September 1st 2006,"MacMillan Children's Books

            ,",,,217,"2,701",4.11
7209,Rosehead,,Ksenia Anske,,"Fantasy,Horror,Young Adult,Fiction,Magical Realism",March 20th 2014,Ksenia Anske,,,135,430,4.07
7210,Shirley Jackson: A Rather Haunted Life,,Ruth Franklin,,"Biography,Nonfiction,Biography Memoir,Autobiography,Memoir,Language,Writing,History,Audiobook,Horror,Writing,Books About Books",September 27th 2016,Liveright,,,554,"6,004",3.79
7211,The Faraday Girls,,Monica McInerney,,"Fiction,Womens Fiction,Chick Lit,Cultural,Australia,Family,Drama,Cultural,Ireland,Contemporary,Romance,Relationships",August 28th 2007,"Ballantine Books

            ,",,,397,"4,195",3.8
7212,An Unfinished Season,,Ward Just,,"Fiction,Historical,Historical Fiction,Novels,Young Adult,Coming Of Age,Young Adult,Literature,Book Club,Literature,American,Historical",May 4th 2005,"Mariner Books

            ,",,,134,964,3.48
7213,The Resurrection of Hannah (Samantha Clark Mystery #1),"
        (Samantha Clark Mystery #1)
",Kathryne Arnold,,,March 17th 2010,Authorhouse,,,60,78,4.22
7214,The Way We're Working Isn't Working: The Four Forgotten Needs That Energize Great Performance,,"Tony Schwartz,Jean Gomes,Catherine McCarthy",,"Business,Nonfiction,Productivity,Leadership,Psychology,Self Help,Self Help,Personal Development,Business,Management,Buisness",May 28th 2010,"Free Press

            ,",,,156,"2,391",4
7215,Whortle's Hope,"
        (Deptford Mouselets #2)
",Robin Jarvis,,Fiction,November 1st 2007,Hodder Children's Books,,,2,19,3.95
7216,Wives of the Signers,,Mary W. Green,,"Biography,Historical",January 7th 2011,NaN,,,3,12,3.42
7217,Desesperanto: Poems 1999-2002,,Marilyn Hacker,,Poetry,January 17th 2005,"W. W. Norton  Company

            ,",,,5,57,3.74
7218,Inventing the Enemy: Essays,,Umberto Eco,,"Nonfiction,Writing,Essays,Philosophy,Politics,History,European Literature,Italian Literature,Criticism,Criticism,Literary Criticism,Literature,21st Century",September 4th 2012,"Houghton Mifflin Harcourt

            ,",,,112,"1,179",3.83
7219,"Dragon Bites (Stormwalker, #6)","
        (Stormwalker #6)
",Allyson James,,"Fantasy,Urban Fantasy,Fantasy,Dragons,Romance,Paranormal Romance,Fantasy,Paranormal,Romance,Fantasy,Magic,Fantasy,Paranormal,Witches,Paranormal,Shapeshifters",March 20th 2018,JA/AG,,,55,401,4.04
7220,Pygmy,,Chuck Palahniuk,,"Fiction,Contemporary,Humor,Novels,Literature,American,Literature,Unfinished,Suspense,Adult Fiction",May 5th 2009,Doubleday,,,"2,010","27,769",2.97
7221,I Am a Truck,,Michelle Winters,,"Fiction,Cultural,Canada,Literary Fiction,Humor,Book Club,Mystery,Adult Fiction,Literature,Canadian Literature,Adult",November 1st 2016,Invisible Publishing,,,250,"1,319",3.63
7222,Poppy and Ereth,"
        (Dimwood Forest #6)
","Avi,Brian Floca",,"Childrens,Fiction,Animals,Fantasy,Childrens,Middle Grade,Young Adult,Adventure,Humor,Childrens,Juvenile",April 28th 2009,"HarperCollins

            ,",,,78,825,4.11
7223,"Crazy Rich Asians (Crazy Rich Asians, #1)","
        (Crazy Rich Asians #1)
",Kevin Kwan,,"Fiction,Romance,Contemporary,Womens Fiction,Chick Lit,Audiobook,Adult,Humor,Adult Fiction,Cultural,Asia",June 11th 2013,Doubleday,,,"32,929","394,685",3.87
7224,"X-Day, Volume 1","
        (X-Day #1)
",Setona Mizushiro,,"Sequential Art,Manga,Sequential Art,Comics,Manga,Shojo,Sequential Art,Graphic Novels,Romance,Fiction,Drama,Young Adult,Comics Manga",August 12th 2003,"TokyoPop

            ,",,,28,371,3.79
